Fecha,Dolar
2023-05-26 13:41:27,4469.6155
2023-05-26 13:41:28,4469.6254
2023-05-26 13:41:40,4469.6384
2023-05-26 13:41:49,4469.6481
2023-05-26 13:41:53,4469.6635
2023-05-26 13:41:56,4469.6795
2023-05-26 13:41:57,4469.7668
2023-05-26 13:41:58,4469.8619
2023-05-26 13:42:08,4469.8817
2023-05-26 13:42:10,4469.9015
2023-05-26 13:42:11,4469.9212
2023-05-26 13:42:58,4469.9353
2023-05-26 13:42:59,4469.9524
2023-05-26 13:43:00,4470.0422
2023-05-26 13:43:01,4470.2211
2023-05-26 13:43:02,4470.265
2023-05-26 13:43:07,4470.3963
2023-05-26 13:43:08,4470.4638
2023-05-26 13:43:10,4470.4889
2023-05-26 13:43:12,4470.5151
2023-05-26 13:43:34,4470.5411
2023-05-26 13:44:05,4470.5626
2023-05-26 13:44:06,4470.7064
2023-05-26 13:44:07,4470.7562
2023-05-26 13:44:08,4470.7812
2023-05-26 13:44:09,4470.8074
2023-05-26 13:44:47,4470.8299
2023-05-26 13:44:48,4470.8546
2023-05-26 13:45:02,4470.8991
2023-05-26 13:45:19,4470.919
2023-05-26 13:45:31,4470.9389
2023-05-26 13:46:33,4470.9535
2023-05-26 13:46:34,4470.9669
2023-05-26 13:46:35,4470.9789
2023-05-26 13:46:49,4470.99
2023-05-26 13:47:05,4471.0052
2023-05-26 13:47:06,4471.0375
2023-05-26 13:47:07,4471.055
2023-05-26 13:47:21,4471.066
2023-05-26 13:47:22,4471.0985
2023-05-26 13:47:24,4471.1092
2023-05-26 13:47:48,4471.1923
2023-05-26 13:47:49,4471.2462
2023-05-26 13:47:52,4471.3007
2023-05-26 13:47:53,4471.3187
2023-05-26 13:48:26,4471.3367
2023-05-26 13:48:31,4471.3505
2023-05-26 13:48:43,4471.3668
2023-05-26 13:48:44,4471.3844
2023-05-26 13:48:55,4471.3979
2023-05-26 13:49:00,4471.4094
2023-05-26 13:49:02,4471.4403
2023-05-26 13:49:03,4471.4735
2023-05-26 13:49:10,4471.4903
2023-05-26 13:49:12,4471.5072
2023-05-26 13:49:14,4471.5241
2023-05-26 13:49:24,4471.5581
2023-05-26 13:49:25,4471.5928
2023-05-26 13:49:27,4471.6284
2023-05-26 13:49:33,4471.6465
2023-05-26 13:49:34,4471.6825
2023-05-26 13:49:55,4471.7151
2023-05-26 13:49:56,4471.7814
2023-05-26 13:49:57,4471.7987
2023-05-26 13:50:07,4471.85
2023-05-26 13:50:08,4471.8676
2023-05-26 13:50:18,4471.8853
2023-05-26 13:50:20,4471.9379
2023-05-26 13:50:21,4471.9553
2023-05-26 13:51:07,4472.0062
2023-05-26 13:51:08,4472.0913
2023-05-26 13:51:09,4472.1249
2023-05-26 13:51:25,4472.1406
2023-05-26 13:51:46,4472.2066
2023-05-26 13:51:52,4472.223
2023-05-26 13:51:59,4472.2556
2023-05-26 13:52:04,4472.2718
2023-05-26 13:52:05,4472.4999
2023-05-26 13:52:06,4472.5341
2023-05-26 13:52:11,4472.6687
2023-05-26 13:52:14,4472.6852
2023-05-26 13:52:25,4472.7035
2023-05-26 13:52:26,4472.7398
2023-05-26 13:52:28,4472.7579
2023-05-26 13:52:50,4472.7726
2023-05-26 13:53:30,4472.7886
2023-05-26 13:53:36,4472.8048
2023-05-26 13:53:37,4472.874
2023-05-26 13:53:38,4472.8926
2023-05-26 13:53:39,4472.9113
2023-05-26 13:54:00,4472.9774
2023-05-26 13:54:05,4473.0156
2023-05-26 13:54:06,4473.0803
2023-05-26 13:54:08,4473.0998
2023-05-26 13:54:09,4473.1633
2023-05-26 13:54:10,4473.1825
2023-05-26 13:54:23,4473.2298
2023-05-26 13:54:48,4473.2445
2023-05-26 13:54:55,4473.2737
2023-05-26 13:55:26,4473.3047
2023-05-26 13:55:27,4473.3363
2023-05-26 13:55:48,4473.351
2023-05-26 13:55:58,4473.3571
2023-05-26 13:55:59,4473.3692
2023-05-26 13:56:00,4473.3752
2023-05-26 13:56:01,4473.3812
2023-05-26 13:56:03,4473.3872
2023-05-26 13:56:04,4473.4164
2023-05-26 13:56:05,4473.4279
2023-05-26 13:56:57,4473.4381
2023-05-26 13:57:11,4473.4505
2023-05-26 13:57:20,4473.454
2023-05-26 13:57:21,4473.4589
2023-05-26 13:57:22,4473.4623
2023-05-26 13:58:22,4473.4741
2023-05-26 13:58:23,4473.5045
2023-05-26 13:58:31,4473.5142
2023-05-26 13:58:32,4473.5242
2023-05-26 13:58:33,4473.5341
2023-05-26 13:58:51,4473.5496
2023-05-26 13:59:04,4473.5572
2023-05-26 13:59:17,4473.5649
2023-05-26 13:59:18,4473.5748
2023-05-26 13:59:41,4473.5831
2023-05-26 13:59:55,4473.5915
2023-05-26 14:00:19,4473.6079
2023-05-26 14:00:30,4473.6161
2023-05-26 14:00:31,4473.6331
2023-05-26 14:00:44,4473.6421
2023-05-26 14:00:45,4473.6517
2023-05-26 14:01:25,4473.6614
2023-05-26 14:01:56,4473.6695
2023-05-26 14:02:49,4473.6745
2023-05-26 14:02:53,4473.6825
2023-05-26 14:02:54,4473.6905
2023-05-26 14:03:03,4473.6955
2023-05-26 14:03:08,4473.739
2023-05-26 14:03:13,4473.7753
2023-05-26 14:03:15,4473.7844
2023-05-26 14:03:16,4473.7936
2023-05-26 14:04:07,4473.8111
2023-05-26 14:04:11,4473.8195
2023-05-26 14:04:12,4473.8198
2023-05-26 14:04:13,4473.8196
2023-05-26 14:04:25,4473.8177
2023-05-26 14:04:28,4473.815
2023-05-26 14:04:33,4473.8149
2023-05-26 14:04:34,4473.8122
2023-05-26 14:04:36,4473.8096
2023-05-26 14:04:39,4473.8113
2023-05-26 14:04:51,4473.8087
2023-05-26 14:04:52,4473.8061
2023-05-26 14:04:56,4473.8035
2023-05-26 14:04:57,4473.8009
2023-05-26 14:04:58,4473.7983
2023-05-26 14:04:59,4473.7931
2023-05-26 14:05:05,4473.7919
2023-05-26 14:05:27,4473.7817
2023-05-26 14:05:29,4473.7783
2023-05-26 14:05:30,4473.7631
2023-05-26 14:05:36,4473.7581
2023-05-26 14:05:42,4473.7422
2023-05-26 14:05:43,4473.7369
2023-05-26 14:05:45,4473.7292
2023-05-26 14:05:46,4473.7212
2023-05-26 14:06:01,4473.7188
2023-05-26 14:06:21,4473.7122
2023-05-26 14:06:52,4473.7056
2023-05-26 14:07:03,4473.6905
2023-05-26 14:07:17,4473.6826
2023-05-26 14:07:25,4473.6761
2023-05-26 14:07:28,4473.6696
2023-05-26 14:07:29,4473.6631
2023-05-26 14:07:40,4473.6543
2023-05-26 14:07:41,4473.6447
2023-05-26 14:07:42,4473.3074
2023-05-26 14:07:56,4473.1391
2023-05-26 14:07:57,4473.124
2023-05-26 14:07:58,4473.077
2023-05-26 14:07:59,4473.0406
2023-05-26 14:08:06,4473.0057
2023-05-26 14:08:40,4472.9915
2023-05-26 14:08:47,4472.9633
2023-05-26 14:09:16,4472.9352
2023-05-26 14:09:17,4472.9213
2023-05-26 14:09:35,4472.9073
2023-05-26 14:09:48,4472.8821
2023-05-26 14:10:11,4472.869
2023-05-26 14:10:17,4472.8552
2023-05-26 14:10:46,4472.8427
2023-05-26 14:10:47,4472.8302
2023-05-26 14:10:57,4472.8196
2023-05-26 14:10:58,4472.7987
2023-05-26 14:11:00,4472.7883
2023-05-26 14:11:01,4472.7676
2023-05-26 14:11:04,4472.7104
2023-05-26 14:11:05,4472.6983
2023-05-26 14:11:07,4472.685
2023-05-26 14:11:08,4472.6584
2023-05-26 14:11:10,4472.6464
2023-05-26 14:11:11,4472.5311
2023-05-26 14:11:12,4472.5182
2023-05-26 14:11:17,4472.5065
2023-05-26 14:11:35,4472.4937
2023-05-26 14:12:57,4472.4833
2023-05-26 14:13:06,4472.4391
2023-05-26 14:13:07,4472.4288
2023-05-26 14:13:10,4472.4193
2023-05-26 14:13:52,4472.3798
2023-05-26 14:13:53,4472.302
2023-05-26 14:13:55,4472.1508
2023-05-26 14:13:56,4472.1138
2023-05-26 14:13:57,4472.1067
2023-05-26 14:14:00,4472.0212
2023-05-26 14:14:01,4471.9855
2023-05-26 14:14:06,4471.9502
2023-05-26 14:14:07,4471.9388
2023-05-26 14:14:08,4471.9297
2023-05-26 14:14:17,4471.9253
2023-05-26 14:14:26,4471.9208
2023-05-26 14:14:57,4471.8662
2023-05-26 14:15:06,4471.8574
2023-05-26 14:15:07,4471.8486
2023-05-26 14:15:11,4471.8386
2023-05-26 14:15:12,4471.8188
2023-05-26 14:15:13,4471.809
2023-05-26 14:15:27,4471.7894
2023-05-26 14:16:00,4471.7213
2023-05-26 14:16:18,4471.715
2023-05-26 14:17:37,4471.7055
2023-05-26 14:18:58,4471.636
2023-05-26 14:19:56,4471.6304
2023-05-26 14:20:28,4471.6058
2023-05-26 14:23:30,4471.5064
2023-05-26 14:23:31,4471.4307
2023-05-26 14:23:32,4471.3906
2023-05-26 14:23:34,4471.3807
2023-05-26 14:23:35,4471.35
2023-05-26 14:23:36,4471.3392
2023-05-26 14:23:37,4471.3067
2023-05-26 14:23:38,4471.2842
2023-05-26 14:23:39,4471.2608
2023-05-26 14:23:41,4471.249
2023-05-26 14:23:54,4471.2357
2023-05-26 14:24:02,4471.2081
2023-05-26 14:24:04,4471.1954
2023-05-26 14:25:28,4471.1864
2023-05-26 14:25:50,4471.1516
2023-05-26 14:25:53,4471.14
2023-05-26 14:25:54,4471.1285
2023-05-26 14:25:55,4471.1055
2023-05-26 14:25:56,4471.0825
2023-05-26 14:25:57,4471.0711
2023-05-26 14:25:58,4471.039
2023-05-26 14:25:59,4470.9898
2023-05-26 14:26:01,4470.9674
2023-05-26 14:26:04,4470.9552
2023-05-26 14:26:32,4470.9446
2023-05-26 14:30:02,4470.9305
2023-05-26 14:30:47,4470.9216
2023-05-26 14:30:48,4470.9021
2023-05-26 14:32:45,4470.871
2023-05-26 14:32:58,4470.8646
2023-05-26 14:33:06,4470.8582
2023-05-26 14:33:15,4470.8343
2023-05-26 14:34:04,4470.8235
2023-05-26 14:34:08,4470.8187
2023-05-26 14:34:27,4470.8129
2023-05-26 14:34:28,4470.7956
2023-05-26 14:34:36,4470.7823
2023-05-26 14:34:37,4470.7539
2023-05-26 14:34:38,4470.7356
2023-05-26 14:35:15,4470.7318
2023-05-26 14:35:16,4470.7282
2023-05-26 14:35:29,4470.718
2023-05-26 14:36:15,4470.6896
2023-05-26 14:36:26,4470.6814
2023-05-26 14:37:08,4470.6251
2023-05-26 14:37:25,4470.6192
2023-05-26 14:37:27,4470.6167
2023-05-26 14:38:10,4470.6117
2023-05-26 14:38:11,4470.6092
2023-05-26 14:38:12,4470.6067
2023-05-26 14:38:13,4470.5993
2023-05-26 14:38:15,4470.5925
2023-05-26 14:38:16,4470.5852
2023-05-26 14:38:17,4470.5834
2023-05-26 14:38:32,4470.568
2023-05-26 14:38:33,4470.5669
2023-05-26 14:39:04,4470.5668
2023-05-26 14:39:05,4470.5672
2023-05-26 14:39:23,4470.5678
2023-05-26 14:39:24,4470.5693
2023-05-26 14:39:39,4470.5716
2023-05-26 14:39:40,4470.5732
2023-05-26 14:39:42,4470.5859
2023-05-26 14:40:05,4470.5884
2023-05-26 14:40:06,4470.5905
2023-05-26 14:40:07,4470.5915
2023-05-26 14:40:08,4470.5957
2023-05-26 14:40:09,4470.5967
2023-05-26 14:40:12,4470.5977
2023-05-26 14:40:13,4470.5998
2023-05-26 14:40:14,4470.6048
2023-05-26 14:40:15,4470.6085
2023-05-26 14:40:18,4470.6097
2023-05-26 14:40:20,4470.6109
2023-05-26 14:40:50,4470.6117
2023-05-26 14:42:27,4470.6094
2023-05-26 14:42:58,4470.6071
2023-05-26 14:43:12,4470.6047
2023-05-26 14:43:30,4470.6024
2023-05-26 14:44:02,4470.6021
2023-05-26 14:44:17,4470.6035
2023-05-26 14:44:28,4470.603
2023-05-26 14:45:11,4470.6019
2023-05-26 14:45:36,4470.6026
2023-05-26 14:45:39,4470.6034
2023-05-26 14:45:40,4470.6043
2023-05-26 14:45:41,4470.6075
2023-05-26 14:45:42,4470.6095
2023-05-26 14:46:14,4470.6115
2023-05-26 14:48:13,4470.6131
2023-05-26 14:48:22,4470.6116
2023-05-26 14:48:47,4470.6062
2023-05-26 14:48:48,4470.6049
2023-05-26 14:49:17,4470.6009
2023-05-26 14:49:20,4470.5962
2023-05-26 14:49:21,4470.5914
2023-05-26 14:49:37,4470.58
2023-05-26 14:49:38,4470.5744
2023-05-26 14:49:57,4470.4485
2023-05-26 14:50:11,4470.4353
2023-05-26 14:50:14,4470.4066
2023-05-26 14:50:17,4470.3911
2023-05-26 14:50:21,4470.1928
2023-05-26 14:50:22,4469.9411
2023-05-26 14:50:23,4469.8916
2023-05-26 14:50:24,4469.7281
2023-05-26 14:50:25,4469.6957
2023-05-26 14:50:26,4469.6473
2023-05-26 14:50:27,4469.5513
2023-05-26 14:50:28,4469.4878
2023-05-26 14:50:29,4469.472
2023-05-26 14:50:30,4469.4437
2023-05-26 14:50:31,4469.4296
2023-05-26 14:50:32,4469.3982
2023-05-26 14:50:33,4469.3809
2023-05-26 14:50:41,4469.3497
2023-05-26 14:50:43,4469.3341
2023-05-26 14:50:57,4469.2786
2023-05-26 14:50:58,4469.2234
2023-05-26 14:51:27,4469.1559
2023-05-26 14:51:49,4469.135
2023-05-26 14:51:50,4469.1141
2023-05-26 14:51:51,4469.0623
2023-05-26 14:51:53,4469.0314
2023-05-26 14:51:54,4469.0109
2023-05-26 14:52:00,4468.9998
2023-05-26 14:52:02,4468.9888
2023-05-26 14:52:04,4468.9669
2023-05-26 14:52:12,4468.9575
2023-05-26 14:52:28,4468.9372
2023-05-26 14:52:29,4468.9278
2023-05-26 14:52:46,4468.9177
2023-05-26 14:53:27,4468.9077
2023-05-26 14:53:33,4468.8977
2023-05-26 14:53:34,4468.8776
2023-05-26 14:53:35,4468.8575
2023-05-26 14:53:41,4468.8484
2023-05-26 14:53:43,4468.8384
2023-05-26 14:55:09,4468.7986
2023-05-26 14:55:18,4468.7531
2023-05-26 14:55:26,4468.7433
2023-05-26 14:55:28,4468.7162
2023-05-26 14:56:05,4468.6879
2023-05-26 14:56:06,4468.6812
2023-05-26 14:56:21,4468.6723
2023-05-26 14:57:01,4468.6656
2023-05-26 14:57:02,4468.6523
2023-05-26 14:57:08,4468.6302
2023-05-26 14:57:09,4468.6236
2023-05-26 14:57:10,4468.6171
2023-05-26 14:58:58,4468.6086
2023-05-26 14:59:38,4468.602
2023-05-26 15:00:42,4468.594
2023-05-26 15:00:53,4468.5699
2023-05-26 15:01:05,4468.5604
2023-05-26 15:01:15,4468.5509
2023-05-26 15:01:16,4468.5415
2023-05-26 15:01:17,4468.532
2023-05-26 15:01:18,4468.513
2023-05-26 15:01:58,4468.5021
2023-05-26 15:02:14,4468.4638
2023-05-26 15:02:25,4468.4518
2023-05-26 15:03:25,4468.4046
2023-05-26 15:07:36,4468.3675
2023-05-26 15:07:39,4468.3306
2023-05-26 15:07:41,4468.294
2023-05-26 15:09:05,4468.1897
2023-05-26 15:09:25,4468.0873
2023-05-26 15:11:12,4468.0821
2023-05-26 15:11:14,4468.077
2023-05-26 15:11:15,4468.0727
2023-05-26 15:11:17,4468.0685
2023-05-26 15:11:26,4468.059
2023-05-26 15:11:29,4468.0531
2023-05-26 15:12:43,4468.0479
2023-05-26 15:13:06,4468.0232
2023-05-26 15:14:02,4468.0196
2023-05-26 15:14:54,4468.0156
2023-05-26 15:14:56,4468.0037
2023-05-26 15:14:58,4467.9807
2023-05-26 15:16:17,4467.9736
2023-05-26 15:16:20,4467.9651
2023-05-26 15:16:23,4467.958
2023-05-26 15:18:31,4467.9508
2023-05-26 15:19:45,4467.9462
2023-05-26 15:20:04,4467.9384
2023-05-26 15:20:49,4467.9334
2023-05-26 15:21:30,4467.8533
2023-05-26 15:21:35,4467.8269
2023-05-26 15:21:39,4467.8007
2023-05-26 15:22:13,4467.7959
2023-05-26 15:23:54,4467.7914
2023-05-26 15:24:27,4467.787
2023-05-26 15:24:33,4467.7826
2023-05-26 15:24:46,4467.7772
2023-05-26 15:24:48,4467.7717
2023-05-26 15:25:16,4467.7663
2023-05-26 15:25:40,4467.7608
2023-05-26 15:26:27,4467.7554
2023-05-26 15:26:31,4467.75
2023-05-26 15:26:34,4467.7446
2023-05-26 15:26:36,4467.7284
2023-05-26 15:26:37,4467.723
2023-05-26 15:26:39,4467.7177
2023-05-26 15:26:43,4467.7123
2023-05-26 15:26:46,4467.7069
2023-05-26 15:26:56,4467.7016
2023-05-26 15:26:59,4467.6962
2023-05-26 15:27:02,4467.6909
2023-05-26 15:27:03,4467.6856
2023-05-26 15:27:04,4467.681
2023-05-26 15:27:13,4467.6757
2023-05-26 15:27:15,4467.6561
2023-05-26 15:27:16,4467.6508
2023-05-26 15:31:10,4467.6462
2023-05-26 15:32:35,4467.6395
2023-05-26 15:32:52,4467.6322
2023-05-26 15:34:20,4467.599
2023-05-26 15:34:22,4467.5907
2023-05-26 15:34:26,4467.5742
2023-05-26 15:34:53,4467.5656
2023-05-26 15:34:55,4467.557
2023-05-26 15:36:20,4467.5484
2023-05-26 15:36:21,4467.5399
2023-05-26 15:36:32,4467.5337
2023-05-26 15:38:13,4467.5252
2023-05-26 15:40:48,4467.4867
2023-05-26 15:40:50,4467.4192
2023-05-26 15:40:57,4467.4101
2023-05-26 15:40:59,4467.4005
2023-05-26 15:41:07,4467.3714
2023-05-26 15:41:08,4467.3617
2023-05-26 15:42:15,4467.3521
2023-05-26 15:42:18,4467.3424
2023-05-26 15:42:25,4467.3232
2023-05-26 15:43:50,4467.3136
2023-05-26 15:43:53,4467.304
2023-05-26 15:43:56,4467.2945
2023-05-26 15:43:57,4467.2849
2023-05-26 15:43:59,4467.2655
2023-05-26 15:44:00,4467.2553
2023-05-26 15:45:52,4467.2451
2023-05-26 15:46:16,4467.2369
2023-05-26 15:46:48,4467.2294
2023-05-26 15:46:50,4467.2222
2023-05-26 15:46:52,4467.1897
2023-05-26 15:46:55,4467.1574
2023-05-26 15:47:29,4467.1473
2023-05-26 15:47:30,4467.1373
2023-05-26 15:47:31,4467.116
2023-05-26 15:47:32,4467.0841
2023-05-26 15:47:33,4467.0417
2023-05-26 15:47:34,4467.0207
2023-05-26 15:47:35,4467.0037
2023-05-26 15:48:18,4466.9787
2023-05-26 15:48:20,4466.854
2023-05-26 15:48:30,4466.8128
2023-05-26 15:48:46,4466.8027
2023-05-26 15:48:47,4466.7822
2023-05-26 15:48:48,4466.7414
2023-05-26 15:48:49,4466.7211
2023-05-26 15:48:50,4466.7009
2023-05-26 15:48:51,4466.6807
2023-05-26 15:49:55,4466.6506
2023-05-26 15:50:02,4466.3854
2023-05-26 15:50:03,4466.3544
2023-05-26 15:50:04,4466.3336
2023-05-26 15:50:05,4466.3019
2023-05-26 15:50:52,4466.2707
2023-05-26 15:51:10,4466.2611
2023-05-26 15:51:13,4466.2303
2023-05-26 15:51:43,4466.2226
2023-05-26 15:51:54,4466.2138
2023-05-26 15:53:23,4466.2058
2023-05-26 15:53:25,4466.1982
2023-05-26 15:53:29,4466.1906
2023-05-26 15:53:30,4466.1602
2023-05-26 15:53:31,4466.1527
2023-05-26 15:53:32,4466.1451
2023-05-26 15:53:45,4466.1377
2023-05-26 15:53:54,4466.1308
2023-05-26 15:54:06,4466.1239
2023-05-26 15:54:07,4466.1179
2023-05-26 15:55:32,4466.1119
2023-05-26 15:56:09,4466.0834
2023-05-26 15:56:10,4466.0715
2023-05-26 15:56:11,4466.0426
2023-05-26 15:56:18,4466.0207
2023-05-26 15:56:31,4466.0157
2023-05-26 15:58:21,4466.0046
2023-05-26 15:59:13,4465.9993
2023-05-26 15:59:32,4465.9925
2023-05-26 15:59:33,4465.9769
2023-05-26 15:59:51,4465.9711
2023-05-26 16:01:29,4465.965
2023-05-26 16:01:30,4465.9589
2023-05-26 16:01:35,4465.9317
2023-05-26 16:01:37,4465.9045
2023-05-26 16:01:40,4465.8775
2023-05-26 16:01:42,4465.8624
2023-05-26 16:01:43,4465.854
2023-05-26 16:01:47,4465.8457
2023-05-26 16:02:53,4465.8385
2023-05-26 16:02:54,4465.8316
2023-05-26 16:03:11,4465.8237
2023-05-26 16:03:13,4465.8166
2023-05-26 16:03:22,4465.7956
2023-05-26 16:03:36,4465.7885
2023-05-26 16:03:37,4465.7747
2023-05-26 16:03:49,4465.7669
2023-05-26 16:03:51,4465.7591
2023-05-26 16:03:58,4465.7513
2023-05-26 16:04:08,4465.7435
2023-05-26 16:04:24,4465.735
2023-05-26 16:04:28,4465.7263
2023-05-26 16:04:56,4465.7082
2023-05-26 16:06:13,4465.7006
2023-05-26 16:06:16,4465.6783
2023-05-26 16:07:15,4465.6711
2023-05-26 16:08:34,4465.6641
2023-05-26 16:08:51,4465.6571
2023-05-26 16:09:00,4465.6501
2023-05-26 16:09:14,4465.6426
2023-05-26 16:10:32,4465.6342
2023-05-26 16:11:25,4465.6202
2023-05-26 16:11:26,4465.5859
2023-05-26 16:11:38,4465.579
2023-05-26 16:11:39,4465.5721
2023-05-26 16:11:40,4465.5653
2023-05-26 16:11:41,4465.5451
2023-05-26 16:11:42,4465.5122
2023-05-26 16:11:43,4465.4992
2023-05-26 16:11:44,4465.4735
2023-05-26 16:11:46,4465.4671
2023-05-26 16:12:14,4465.4608
2023-05-26 16:12:15,4465.4293
2023-05-26 16:12:23,4465.4134
2023-05-26 16:13:14,4465.4079
2023-05-26 16:13:17,4465.3953
2023-05-26 16:13:27,4465.389
2023-05-26 16:13:52,4465.3829
2023-05-26 16:14:07,4465.3703
2023-05-26 16:15:05,4465.3637
2023-05-26 16:15:06,4465.3506
2023-05-26 16:15:16,4465.3445
2023-05-26 16:15:31,4465.3388
2023-05-26 16:15:32,4465.3334
2023-05-26 16:15:34,4465.328
2023-05-26 16:15:37,4465.3224
2023-05-26 16:15:38,4465.317
2023-05-26 16:16:06,4465.3116
